"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2022","Imprisoned","Rustem Sheikhaliev",,"Ukraine",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights","Internet","Russia","Rostov-on-Don","Crimea",,"Rostov-on-Don",,"Foreign",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"14 years",
"2022","Imprisoned","Ryan Law Wai-kwong",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Apple Daily, Next Digital Limited","Editor","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Internet, Print","China","Hong Kong",,,"Hong Kong",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Saba Abdollahi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Bidad Students Journal","Editor, Internet Reporter, Print Reporter","Business, Culture, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Saba Sherdoust",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Corruption, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Saeedeh Fathi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Sports","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Safiye Alagaş",,"Turkey",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/SafiyeAlagas.jpg_f1278a1e-bc98-4e3a-824b-f302b3cdef9c.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","JINNEWS","Editor","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Internet","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sahle Tsegazeab (Wedi Itay)",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator","Politics","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sai Ko Ko Tun",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Dawei",,,"Dawei",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"2 years",
"2022","Imprisoned","Said Abdelkader",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Admas","Editor, Print Reporter, Publisher/Owner","Politics","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Sajad Gul",,"India",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/SajadGul.jfif_b676aebd-eda9-4249-8766-0c92c1da8705.jpeg","Screenshot: YouTube/Newsclick","Journalist","Imprisoned","N/A","Imprisoned","Staff","The Kashmir Walla","Internet Reporter","Human Rights, Politics, War","Internet","India","Bandipora district","Jammu and Kashmir",,"Bandipora district",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sajjad Rahmani",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran","Masal",,,"Masal",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Saleh Aljazeeri",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Dimtsi Hafash, Eritrea al-Haditha","Broadcast Reporter, Print Reporter","Politics","Print, Television","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Carceli Prison"
"2022","Imprisoned","Salman Güzelyüz",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Ankara8SalmanGuzelyuz%281%29.JPG_0cddcb48-9132-4ef3-b6d3-a36ad327f71a.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","Mezopotamya News Agency","Internet Reporter","Crime, Human Rights, Politics","Internet","Turkey","Ankara",,,"Ankara",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sami al-Thubaiti",,"Saudi Arabia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Tawasul","Internet Reporter","Corruption, Crime, Culture","Internet","Saudi Arabia",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Sarvenaz Ahmadi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Business, Culture, Human Rights, Politics","Internet","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sayed Ahmed al-Mosawi",,"Bahrain",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Culture, Human Rights, Politics","Internet","Bahrain","Manama",,,"Manama",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"10 years","Jaw"
"2022","Imprisoned","Sem Diya",,"Cambodia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Battambang Post","Publisher/Owner","Politics","Internet","Cambodia","Battambang",,,"Battambang",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Serdar Altan",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/IMG_9346.jpg_092f4f58-9301-4585-b10f-d4633f085c67.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Broadcast Reporter, Internet Reporter","Human Rights, Politics","Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sergey Mikhaylov",,"Russia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Listok","Publisher/Owner","Culture, Politics, Sports, War","Internet, Print","Russia","Kyzyl-Ozyok",,,"Kyzyl-Ozyok",,"Local",,,,,,,,,"False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Seyithan Akyüz",,"Turkey",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Azadiya Welat","Internet Reporter, Print Reporter","Human Rights, Politics, War","Internet, Print","Turkey","Izmir",,,"Izmir",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"21 years 4 months","Izmir"
"2022","Imprisoned","Seyoum Tsehaye",,"Eritrea",,,"Male","https://cpj-photos.s3.amazonaws.com/Seyoum-2017-12-18-1513619833801.Tsehaye_Seyoums","Seyoum Family","Journalist","Imprisoned","N/A","Imprisoned","Staff","Setit","Broadcast Reporter, Photographer, Print Reporter","Human Rights, Politics, War","Print, Television","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Sherwan Amin Sherwani",,"Iraq",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter","Corruption, Human Rights, Politics","Internet","Iraq","Erbil, Iraqi Kurdistan",,,"Erbil, Iraqi Kurdistan",,"Local",,,,,,,,,"Anti-state",,"0-5 Years","No",,,,"3 years",
"2022","Imprisoned","Shoret Nijat",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Uighurbiz","Internet Reporter","Culture, Human Rights, Politics","Internet","China",,,,,,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Siarhei Satsuk",,"Belarus",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Yezhednevnik","Editor","Corruption, Politics","Internet","Belarus","Mahilou",,,"Mahilou",,"Local",,,,,,,,,"Anti-state, Retaliatory",,"5-10 Years","No",,,,"8 years",
"2022","Imprisoned","Siddique Kappan",,"India",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/siddique-kappan.png_72c1c2cc-b110-4199-b4ca-473c730f72b5.png","Shaheen Abdulla","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter","Crime, Human Rights, Politics","Internet","India","Lucknow",,"Uttar Pradesh","Lucknow",,"Local",,,,,,,,,"Anti-state, Ethnic or religious insult",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Sithu Aung Myint",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Sithu-Aung-Myint-VOA.png_48e278d5-ca0e-40b6-b9fc-16fd1ed675f1.png","VOA Burmese","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Politics","Internet, Print","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Snezhana Inanets",,"Belarus",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Onliner","Internet Reporter","Culture, Politics","Internet","Belarus","Minsk",,,"Minsk",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Soe Yarzar Tun",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Sophia Huang Xueqin",,"China",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/SophiaHuangXueqin.png_7e7f5cfa-8fe6-4403-a626-78ff6129a38f.png","FreeXueBing","Journalist","Imprisoned","N/A","Imprisoned",,"Freelance","Columnist/Commentator,Internet Reporter","Human Rights,Politics","Internet","China",,,,,,"Local",,,,,,,,,,,,,,,,,
"2022","Imprisoned","Soulaiman Raissouni",,"Morocco",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Akhbar al-Youm","Columnist/Commentator, Documentary Filmmaker, Editor, Internet Reporter, Print Reporter","Corruption, Human Rights, Politics","Internet, Print","Morocco","Casablanca",,,"Casablanca",,"Local",,,,,,,,,"Retaliatory",,"1-5 Years","Yes",,,,"5 years",
"2022","Imprisoned","Suat Doğuhan",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr15SuatDoguhan.jpg_3683bb68-c5d9-4ad9-b5f2-3b6b2d91bae6.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","PİYA Production Company","Camera Operator, Publisher/Owner","Culture, Human Rights, Politics","Documentary Film, Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Sultan al-Jumairi",,"Saudi Arabia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Editor","Human Rights, Politics","Internet, Print","Saudi Arabia",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Tal al-Mallohi",,"Syria",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","Syria","Damascus",,,"Damascus",,"Local",,,,,,,,,"Retaliatory",,"Sentence Pending","No",,,,"Not sentenced","Damascus"
"2022","Imprisoned","Taoufik Bouachrine",,"Morocco",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Akhbar al-Youm","Columnist/Commentator, Publisher/Owner","Corruption, Politics","Internet, Print","Morocco","Casablanca",,,"Casablanca",,"Local",,,,,,,,,"Retaliatory",,"10+ Years","Yes",,,,"15 years",
"2022","Imprisoned","Tawfik Ghanem",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Anadolu","Editor, Internet Reporter, Print Reporter, Publisher/Owner","Corruption, Culture, Politics","Internet, Print","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Temesgen Ghebreyesus",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Keste Debena","Editor, Print Reporter","Sports","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Tesfay “Gomora” Ghebreab",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Setit","Columnist/Commentator, Print Reporter","Politics","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Than Lwin Thu (Ma New)",,"Myanmar",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","First Weekly News Journal","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Taunggyi",,"Shan State","Taunggyi",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Than Soe Aung",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Namsan, Shan State",,,"Namsan, Shan State",,"Local",,,,,,,,,"Anti-state",,"1-5 Years","Yes",,,,"5 years",
"2022","Imprisoned","Thaung Win",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","The Irrawaddy","Publisher/Owner","Business, Corruption, Crime, Human Rights, Politics, War","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Théoneste Nsengimana",,"Rwanda",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/TheonesteNsengimana.png_e70c1678-3c27-404e-9abe-0b207c9e3c70.png","Umubavu TV Online/YouTube","Journalist","Imprisoned","N/A","Imprisoned","Staff","Umubavu TV Online","Internet Reporter, Publisher/Owner","Culture, Human Rights, Politics","Internet","Rwanda","Kigali",,,"Kigali",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Thomas Awah Junior",,"Cameroon",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Cameroon-ThomasAwah.jpg_dffea9e2-8e64-4b56-86f8-35f90791ede0.jpeg","Ayah Foundation","Journalist","Imprisoned","N/A","Imprisoned","Staff","Aghem Messenger, Afrik2 Radio","Broadcast Reporter, Print Reporter, Publisher/Owner","Culture, Human Rights, Politics","Print, Radio","Cameroon","Yaoundé","Central Region",,"Yaoundé",,"Local",,,,,,,,,"Anti-state, False News",,"10+ Years","Yes",,,,"11 years",
"2022","Imprisoned","Thurein Kyaw",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Media TOP 4","Publisher/Owner","Human Rights, Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Tin Shwe (Minbu)",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Tin-Shwe-Magway-Post-Credit-DVB.jpeg_2fddb4fd-5bf9-4dab-8636-82c39a9a06ab.jpeg","DVB","Journalist","Imprisoned","N/A","Imprisoned","Staff","Magway Post","Internet Reporter","Politics","Internet","Myanmar",,,,,,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Toe Aung",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/ToeAung-MekongNewsAgency%281%29.jpg_c3ea2a27-e381-49de-8416-6e0730c0d55d.jpeg","Mekong News","Journalist","Imprisoned","N/A","Imprisoned","Staff","Mekong News","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Kengtung",,,"Kengtung",,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Tran Huynh Duy Thuc (Tran Dong Chan)",,"Vietnam",,,"Male","https://cpj-photos.s3.amazonaws.com/Tran%20Huynh%20Duy%20Thuc_Family%20%20Photo-2017-12-18-1513626531878.jpeg","Thuc family","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Editor, Internet Reporter","Business, Human Rights, Politics","Internet","Vietnam","Nghe An",,,,"Nghe An","Local",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"16 years","Camp No. 6, Nghe An province"
"2022","Imprisoned","Tran Thi Tuyet Dieu",,"Vietnam",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Vietnam-TranThiTuyetDieu-YoutubeScreengrab.jpg_1dd5cc9e-6942-4eca-b03c-6abbf92965cb.jpeg","Screenshot: YouTube/Voice of America","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Corruption, Human Rights, Politics","Internet","Vietnam",,,,,,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"8 years",
"2022","Imprisoned","Truong Chau Huu Danh",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Vietnam-TruongChauHuuDanh-ThanhNienScreengrab.jpg_2db13783-5bf7-4cc0-96b4-2a9bfcb35cda.jpeg","Screenshot: YouTube/Thanh Nien","Journalist","Imprisoned","N/A","Imprisoned","Staff","Bao Sach (Clean Newspaper)","Internet Reporter","Human Rights, Politics","Internet","Vietnam",,,,,,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"4 years 6 months",
"2022","Imprisoned","Truong Duy Nhat",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Vietnam-TruongDuyNhat-RFAScreengrab.jpg_8e2bef68-c5b3-4642-98f6-22b133ac3d4a.jpeg","Screenshot: Radio Free Asia","Journalist","Imprisoned","N/A","Imprisoned","Staff","Radio Free Asia","Internet Reporter","Corruption,Politics","Internet","Vietnam","Hanoi",,,"Hanoi",,"Local",,,,,,,,,"Retaliatory",,"10+ Years","No",,,,"10 years",
"2022","Imprisoned","Tsi Conrad",,"Cameroon",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/CameroonTsiConrad.jpg_88c20f1c-0351-47e9-9768-4c861360dcd4.jpeg","Achomba Hans Achomba","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Broadcast Reporter, Camera Operator, Documentary Filmmaker, Internet Reporter","Culture, Human Rights, Politics","Documentary Film, Internet, Television","Cameroon","Yaoundé","Central Region",,"Yaoundé",,"Local",,,,,,,,,"Anti-state, False News, Retaliatory",,"10+ Years","Yes",,,,"15 years",
"2022","Imprisoned","Tun Lynn",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Myanmar Light (Myanmar Alinn)","Internet Reporter","Politics","Internet","Myanmar","Mandalay",,,"Mandalay",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Turki al-Jasser",,"Saudi Arabia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator","Corruption, Culture, Politics","Internet","Saudi Arabia","Riyadh",,,"Riyadh",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Ulfatkhonim Mamadshoeva",,"Tajikistan",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/UlfatkhonimMamadshoeva%281%29.png_4531e27c-5577-4432-9ae4-0d6aa631d324.png","Screenshot: YouTube/OO_Nomus","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Editor, Internet Reporter, Publisher/Owner","Culture, Human Rights, Politics","Internet","Tajikistan","Dushanbe",,,"Dushanbe",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Ümmü Habibe Eren",,"Turkey",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Habibe.jpg_67d3fd85-41f3-4d91-9c07-82a9c5408e20.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","JINNEWS","Internet Reporter","Crime, Human Rights, Politics","Internet","Turkey","Ankara",,,"Ankara",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Vahid Shademan",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Culture, Human Rights, Politics, Sports","Internet","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Valeryia Kastsiuhova",,"Belarus",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Nashe Mneniye","Editor","Politics","Internet","Belarus","Minsk",,,"Minsk",,"Local",,,,,,,,,"Anti-state, Retaliatory",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Vida Rabbani",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter, Print Reporter","Corruption, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Vilen Temeryanov",,"Ukraine",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Temeryanov.png_d70ca2e3-3aa4-456a-a0b8-ef207132171a.png","Crimean Solidarity","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Publisher/Owner","Human Rights","Internet","Russia","Simferopol",,,"Simferopol",,"Foreign",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Vladimir Panfilov",,"Russia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Resume","Internet Reporter, Publisher/Owner","Business, Culture, Politics","Internet","Russia","Oryol",,,"Oryol",,"Local",,,,,,,,,"Retaliatory",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Vladislav Yesypenko",,"Ukraine",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/crimea_03-18-2021.png_250bb726-de75-4f04-95c7-83a38255089d.png","Family archive via Yekaterina Yesipenko, RFE/RL","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Corruption, Crime, Culture, Human Rights, Politics","Internet","Russia","Kerch, Crimea",,,"Kerch, Crimea",,"Foreign",,,,,,,,,"Retaliatory",,"5-10 Years","Yes",,,,"5 years",
"2022","Imprisoned","Wai Lynn",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Thingangyun Post","Internet Reporter","Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Wajdi al-Ghazzawi",,"Saudi Arabia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Al-Fajr Media Group","Broadcast Reporter, Publisher/Owner","Corruption, Politics","Television","Saudi Arabia","Mecca",,,"Mecca",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"12 years","Unknown"
"2022","Imprisoned","Wang Linlin",,"China",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Hui Town Site","Internet Reporter","Business, Culture, Human Rights","Internet","China","Fuyang City",,,"Fuyang City","Anhui Province","Local",,,,,,,,,"Anti-state, Retaliatory",,"5-10 Years","No",,,,"9 years",
"2022","Imprisoned","Win Naing Oo",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/ChannelMandalay-WinNaingOo.jpg_674f5ca0-cab2-4be2-8fa3-3ff4c52b9783.jpeg","Detained Journalists Information Myanmar","Journalist","Imprisoned","N/A","Imprisoned","Staff","Channel Mandalay","Broadcast Reporter","Politics","Internet, Television","Myanmar","Mandalay",,,"Mandalay",,"Local",,,,,,,,,"Anti-state",,"5-10 years","No",,,,"5 years",
"2022","Imprisoned","Win Oo",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","NHP News","Internet Reporter","Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yaghma Fashkhami",,"Iran",,,"Male","https://cpj-photos.s3.amazonaws.com/Yaghma_Fashkhami_EnsafNews7-2018-01-03-1515010083078.jpg","EnsafNews","Journalist","Imprisoned","N/A","Imprisoned","Staff","Modara","Internet Reporter, Print Reporter","Business, Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yahor Martsinovich",,"Belarus",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Nasha Niva","Editor","Politics","Internet","Belarus","Bobruisk",,,"Bobruisk",,"Local",,,,,,,,,"Retaliatory",,"1-5 Years","No",,,,"2 years 6 months",
"2022","Imprisoned","Yalda Moaiery",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Documentary Film, Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yan Katelevskiy",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/yan-katelevsliy - credit_ Andrei Orel.jpeg","Andrei Orel","Journalist","Imprisoned","N/A","Imprisoned","Staff","Rosderzhava, Ya.N.","Camera Operator, Editor, Photographer, Internet Reporter, Publisher/Owner","Business, Corruption, Crime, Politics","Internet","Russia","Kolomna",,,"Kolomna",,"Local",,,,,,,,,"Retaliatory",,"Sentence Pending","Yes",,,,"Not sentenced",
